Ref,Val,Package,PosX,PosY,Rot,Side
"C1","10uF","SM0402_POL",5.905512,-3.976378,90.000000,top
"C2","0.1uF","SM0201",5.905512,-3.937008,0.000000,top
"C3","0.1uF","SM0201",5.905512,-3.858268,0.000000,top
"P1","CONN_FFC_8_RA","Molex_FFC_1x8_P0.5mm_RA",5.905512,-4.025591,0.000000,top
"R1","10.0","SM0201",5.905512,-3.897638,0.000000,top
"U1","ADXL313","LFCSP-32-1EP_5x5mm_P0.5mm_EP3.6x3.6mm",5.905512,-3.720472,180.000000,top
